HEADING,BODY,CATEGORY
corpor|revamp|separ|portal|due|petrol|price,india|corpor|revamp|separ|portal|due|petrol|price|rise|recent|petrol|price|rise|affect|variou|strata|societi|corpor|sector|report|upward|trend|attrit|number|report|reach|on|lead|compani|updat|corpor|prepar|deal|chang|come|develop|india|spoke|hr|person|complet|major|project|independ|dai|celebr|said|ye|true|attrit|show|upward|trend|surpris|employee|look|job|chang|better|opportun|want|meet|basic|expens|commut|offic|also|add|expert|work|add|categori|deal|rise|fuel|price|separ|portal|compani|sincer|wish|ex|employee|get|enough|renumer|meet|fuel|expens|help|focus|career|turn|help|grow|profession|ask|compani|plan|control|attrit|rate|hr|person|said|enthusiast|oh|ye|special|guest|upcom|town|hall|address|mitron|fuel|price|rise|benefit|2022|hope|trick|work|time,INDIA
suprem|court|allow|protest|aeroplan|take|land,prashant|bhushan|man|made|career|success|pil|knock|door|suprem|court|yesterdai|night|learn|lawyer|person|call|five|senior|judg|request|urgent|hear|avoid|constitut|crisi|judg|assembl|court|wee|hour|todai|try|hard|hide|annoyance|woken|middl|night|cji|ask|mr|bhushan|crisi|constitut|fundament|foundat|countri|danger|melord|mr|bhushan|made|grand|open|statement|beam|televis|camera|ndtv|tamilnadu|govern|stoog|fascist|bjp|rule|central|govern|close|vent|democraci|democraci|india|throttl|gasp|breath|cji|pleas|stop|theatric|talk|circl|pleas|come|point|tell|us|problem|pb|sofia|loi|on|poor|tamil|student|belong|minor|commun|studi|canada|start|vent|frustrat|saw|tamilisai|soundararajan|presid|fascist|bjp|state|unit|aeroplan|travel|tuticorin|express|dissent|shout|modi|bjp|rss|fascist|govern|instead|appreciat|research|scholar|attempt|keep|nobl|symptom|democraci|aliv|tamilisai|complain|young|leader|sofia|loi|cji|pb|immedi|plane|land|polic|arrest|innoc|research|scholar|girl|minor|commun|rais|slogan|fascist|bjp|govern|cji|turn|attornei|gener|tri|smile|fail|miser|ag|lord|aeroplan|jantar|mantar|shout|protest|fellow|passeng|said|whether|person|govern|relev|case|polic|bound|law|file|case|action|validat|court|girl|sent|remand|cours|got|bail|later|per|law|pb|object|honour|account|gener|receiv|salari|fascist|govern|behav|like|cage|parrot|repeat|li|spread|bjp|cji|attornei|gener|account|gener|even|salari|paid|govern|call|also|stoog|pb|shock|loss|word|repli|cji|ask|exactli|want|court|pb|rule|protest|allow|insid|aeroplan|lord|prevent|misus|law|arrest|innoc|femal|minor|scholar|cji|think|protest|insid|aeroplan|allow|pb|honour|said|dissent|essenti|vent|democraci|cji|inferr|statement|everyon|protest|anywhere|pb|anywhere|everywher|lord|insid|aeroplan|cji|inhal|deepli|sigh|pronounc|judgement|rule|herebi|proclaim|insid|aeroplan|protest|allow|subject|follow|condit|on|protest|take|land|on|shall|inform|flight|attend|intent|protest|tie|hand|backsid|flight|take|protestor|shall|stand|near|cockpit|face|front|flight|land|protestor|shall|stand|loo|back|face|tail|plane|protest|protest|shall|fall|protestor|fall|fine|on|lac|levi|would|credit|pm|relief|fund|protestor|sustain|injuri|fall|protest|insid|aeroplan|relief|insur|compani|even|person|medic|polici|provid|prashant|bhushan|immedi|ran|podium|sai|object|lord|simpli|scuttl|voic|protest|judgement|cji|turn|polic|stand|nearbi|sai|take|custodi|send|15|dai|polic|remand|cji|turn|prashant|bhushan|sai|advoc|bhushan|allow|protest|insid|aeroplan|insid|court|room|mai|argu|polic|present|magistr|tomorrow|afternoon|till|bye,INDIA
woman|shift|delhi|mumbai|gain|5kg|5|dai|run|due|ev|teas,mumbai|compar|mumbai|kolkata|citizen|sharpli|react|incid|molest|ev|teas|reaction|total|lack|miss|part|citizen|delhi|vital|role|plai|prevent|harass|women|travel|citi|live|exampl|come|notic|yesterdai|woman|shift|delhi|mumbai|dai|back|due|work|commit|found|gain|5|kg|5|dai|without|even|chang|dietari|habit|weather|condit|priyanka|ranaut|work|mnc|shift|mumbai|5|dai|back|5|dai|never|ran|awai|due|ev|teaser|harass|quit|common|delhi|scenario|creat|havoc|person|life|gain|5|kg|5|dai|stop|situat|continu|might|gain|lot|weight|fatal|health|mani|gym|across|citi|sent|brochur|lose|weight|30|dai|challeng|cashback|offer|maharashtra|govern|us|new|boast|good|law|order|situat|mumbai|promis|deal|issu|priyanka|face|govern|subsid|gym|expenditur|everi|month|women,INDIA
colleg|withhold|mechan|engin|degre|relationship|girl,mumbai|10|reason|fall|love|mechan|engin|know|smart|girl|prefer|date|mechan|engin|mechan|engin|best|peopl|date|good|sens|logic|better|salari|better|commun|extra|technic|knowledg|almost|everyth|make|mechan|engin|perfect|gui|date|enough|joke|let|come|straight|new|colleg|mumbai|actual|withold|amechan|engin|degre|date|girl|tradit|mechan|batch|new|start|sanil|malik|4th|year|student|enim|engin|colleg|date|girl|last|2|year|hideout|embarrass|tell|fellow|batchmat|mechan|engin|bhisma|pitamah|current|gener|even|talk|girl|tradit|parampara|call|act|caught|2|dai|convoc|speak|truth|roam|girl|caught|cctv|camera|colleg|never|allow|student|mechan|batch|fall|love|girl|sanil|latest|victim|tradit|face|sanil|told|spend|on|full|year|colleg|live|singl|life|without|relationship|part|punish,INDIA
govt|sai|dollar|find|wai|aton|alleg|action|rupe,new|delhi|rupe|dropp|36|pais|73|93|us|currenc|earli|trade|mondai|break|three|dai|recoveri|trend|crude|price|rose|amid|weak|macroeconom|data|spurt|dollar|demand|import|amid|sustain|foreign|fund|outflow|also|weigh|rupe|financ|ministri|said|work|overtim|ensur|rupe|come|back|averag|level|accept|economi|alleg|dollar|total|overshadow|molest|rupe|recent|time|ministri|said|dollar|find|wai|aton|alleg|action|indian|rupe|fact|aton|alleg|action|favorit|word|us|peopl|support|movement|nowadai|farah|khan|farhan|akhtar|us|recent|condemn|sexual|harass|case|sajid|khan|mani|other|industri|part|metoo|movement|go|india|financ|ministri|led|arun|jaitlei|pretti|sure|dollar|suffer|ill|treatment|mete|rupe|whole|india|support|rupe|right|ask|step|govern|take|regard|arun|jaitlei|said|govern|anyth|regard|cycle|take|due|cours|rupe|fight|dollar|becom|stronger,POLITICS
mn|file|patent|beat|north|indian|gujarat|copi|model,mumbai|chief|minist|uttar|pradesh|bihar|express|concern|widespread|attack|migrant|worker|gujarat|spark|exodu|situat|took|anoth|polit|turn|uttar|pradesh|congress|committe|decid|stage|state|wide|protest|tuesdai|atroc|beat|north|indian|someth|new|state|gujarat|mani|migrant|work|year|violenc|happen|mn|promin|parti|maharashtra|file|patent|think|beat|north|indian|invent|mn|submit|proof|form|photo|video|court|prove|beaten|north|indian|entir|india|includ|gujarat|raj|thackerai|ask|member|increas|violenc|defeat|gujarat|race|becom|anti|north|indian|accord|raj|associ|mn|beat|north|indian|sinc|last|10|year|gujarat|bluntli|copi|model|without|pai|royalti|raj|thackerai|also|believ|beat|peopl|also|well|beat|measur|take|make|sure|person|famili|return|state|matter|pend|patent|commiss|make|decis|whether|grant|call|patent|mn,POLITICS
amit|shah|reduc|claim|winn|22|seat|wb|bangladesh|give|close|fight|india|asia|cup|final,bjp|presid|amit|shah|seen|hesitat|ask|number|seat|confid|winn|wb|upcom|gener|elect|howev|dai|back|amit|shah|quit|confid|winn|least|22|seat|wb|vocal|chang|polit|expert|psephologist|believ|amit|shah|lost|confid|winn|seat|bangladesh|gave|close|fight|india|recent|asia|cup|final|mani|bangladeshi|west|bengal|vote|right|like|go|bjp|sinc|nationalist|bangladeshi|becom|strong|competit|clearli|show|fight|bjp|easi|bjp|presid|think|earlier|said|polit|expert|pravin|patil|although|amit|shah|cite|reason|hesit|commit|number|tmc|leader|mamata|banerje|sure|asia|cup|final|plai|import|role|diminish|polit|ambit,POLITICS
contact|rahul|gandhi|conduct|satyanarayan|katha|home|randeep|surjewala,new|delhi|book|congress|presid|rahul|gandhi|conduct|satyanarayan|katha|soon|per|congress|spokesperson|randeep|surjewala|speak|press|function|earlier|todai|mr|surjewala|said|rahul|gandhi|ji|learn|pandit|soon|start|take|book|satyanarayan|katha|peopl|home|earlier|gujarat|elect|mr|surjewala|reveal|rahul|gandhi|janeudhaari|brahmin|coupl|dai|back|reveal|brahmin|dna|congress|explain|decis|enter|line|mr|surjewala|said|first|show|everyon|knowledg|janeudhaari|brahmin|rahul|ji|secondli|shut|peopl|sai|rahul|ji|work|dai|life|thirdli|increas|rahul|ji|connect|peopl|person|touch|peopl|come|attend|katha|current|katha|rajasthan|madhya|pradesh|chhattisgarh|elect|alreadi|schedul|strengthen|parti|base|anyone|state|book|appoint|via|parti|websit|howev|2019|accept|book|countri|monei|collect|servic|given|lawyer|fight|nation|herald|case|parti|fund|mr|surjewala|add|bjp|alreadi|criticiz|brahmin|dna|comment|randeep|surjewala|ask|proper|forens|analysi|congress|parti|find|truth|behind|claim|instruct|center|govern|group|scientist|central|forens|scienc|laboratori|try|come|wai|test|dna|polit|parti,POLITICS
sambit|patra|prais|narendra|modi|reduc|awaragardi|bike|increas|petrol|price,new|delhi|bjp|spokesperson|new|studio|resid|sambit|patra|prais|prime|minist|narendra|modi|rapidli|increas|petrol|price|countri|petrol|price|cross|86|rs|mark|mumbai|mr|patra|congratulat|pm|modi|hard|work|toward|ensur|safe|road|indian|per|mr|patra|high|petrol|price|keep|hooligan|road|make|safer|everyon|els|speak|press|confer|squeez|busi|schedul|new|debat|mr|patra|said|lot|misguid|youngster|spend|time|roam|around|bike|awaragardi|creat|rucku|disrupt|traffic|wast|valuabl|time|instead|studi|look|job|increas|petrol|price|thing|freeli|worri|cost|petrol|time|made|road|safer|reduc|traffic|road|peopl|go|absolut|reduc|accid|even|mumbai|road|start|look|like|wide|1|lane|highwai|peopl|stai|awai|road|thank|cost|go|vehicl|fact|hope|govern|work|harder|ensur|petrol|reach|new|height|everi|dai|vision|belov|pm|modi|mr|patra|add|ask|govern|plann|reduc|tax|petrol|reduc|price|irritat|patra|said|talk|take|petrol|new|height|want|pull|far|reduc|tax|concern|awar|mr|jaitlei|back|financ|ministri|thought|thing|awai,POLITICS
laloo|clear|yo|yo|test|declar|fulli|fit|hear|rumor|shift|max|hospit|delhi,patna|sometim|back|delhi|govern|revok|licens|shalimar|bagh|branch|max|hospit|corpor|medic|chain|came|fire|wrongli|declar|prematur|deliv|infant|pack|plastic|bag|still|breath|dead|max|hospit|accus|mark|treatment|cost|much|almost|imposs|common|man|get|treatment|on|expect|least|vip|polit|class|abl|afford|treatment|prove|wrong|yesterdai|laloo|prasad|faint|hear|cost|treatment|declar|fit|rashtriya|janata|dal|rjd|presid|fodder|scam|convict|lalu|prasad|yesterdai|surrend|cbi|court|ranchi|jharkhand|high|court|earlier|august|24|reject|lalu|bail|extens|plea|ask|rjd|chief|surrend|august|30|move|ranchi|hospit|tomorrow|made|court|think|maybe|laloo|prasad|fake|ill|judg|gave|order|laloo|shift|max|hospit|delhi|whose|cost|treatment|world|famou|recent|rumor|gui|walk|near|max|hospit|front|gate|sneez|hospit|gave|bill|2|lac|rupe|cost|treat|cough|cold|simpl|illnes|high|treat|cancer|countri|laloo|prasad|fact|sai|even|clear|yo|yo|test|make|court|believ|complet|fit|requir|hospit,POLITICS
convert|teen|murti|bhavan|designat|protest|place|anna|hazar,new|delhi|govern|mull|plan|convert|teen|murti|complex|museum|previou|pm|veteran|protest|anna|hazar|given|suggest|icon|complex|heart|delhi|experienc|faster|hazar|ask|govern|declar|designat|place|fast|unto|death|held|capit|earlier|prime|minist|manmohan|singh|written|letter|oppos|chang|present|complex|detract|pandit|nehru|legaci|congress|oppos|plan|chang|teen|murti|bhavan|sourc|sai|mai|agre|anna|hazar|propos|speak|media|site|protest|anna|hazar|said|delhi|need|good|place|protest|jantar|mantar|alwai|crowd|thank|thousand|useless|protest|never|get|good|place|sit|ramlila|maidaan|remind|arvind|kejriw|ditch|start|polit|parti|want|go|teen|murti|bhavan|perfect|locat|good|suffici|area|accommod|dozen|follow|would|join|right|protest|winter|teen|murti|protest|indoor|well|summer|protest|problem|well|organ|fast|unto|death|everi|month|year|mani|issu|protest|help|achiev|annual|target|protest|easili|mr|hazar|add|mr|hazar|said|govern|agre|demand|start|fast|unto|death|till|agre,POLITICS
amrind|singh|share|copi|rahul|gandhi|embarrass|mark|sheet|prove|school|84|riot,defend|earlier|statement|rahul|gandhi|respons|84|riot|school|time|captain|amrind|singh|todai|share|rahul|school|marksheet|prove|point|move|howev|turn|embarrass|congress|presid|marksheet|reveal|good|fact|academ|request|congress|parti|fake|new|reproduc|content|marksheet|speak|media|amrind|singh|said|saw|mani|still|convinc|argument|share|rahulji|marksheet|feast|eye|see|school|time|blame|mark|good|least|courag|share|unlik|power|thing|hide|submit|fake|degre|rahul|low|hang|fruit|media|bjp|punch|bag|feel|misunderstood|along|preposter|blame|someth|took|place|13|year|old|agree|statement|give|impress|still|13|mean|attribut|riot|mr|singh|said|congress|parti|howev|dismiss|amrind|statement|said|parti|presid|marksheet|public|consumpt|rahulji|marksheet|score|20|100|english|person|homework|help|studi|exam|said|surpris|shashi|tharoor,POLITICS
rahul|gandhi|train|mulayam|singh|yadav|deliv|speech|on|understand,germani|rahul|gandhi|pit|stop|european|powerhous|made|plenti|new|exampl|brought|exampl|islam|state|format|accus|modi|govern|exclud|minor|develop|seen|food|stall|later|give|troller|meati|materi|wai|collag|taken|german|parliament|roof|came|crash|ask|doklam|said|detail|issu|rahul|gandhi|last|on|year|accus|govt|plai|softli|doklam|congress|parti|realli|worri|keep|give|speech|mai|face|consequ|2014|best|wai|save|embarrass|obvious|speak|even|rahul|utter|word|would|better|congress|peopl|understand|word|take|step|direct|rahul|gandhi|undergo|train|mulayam|singh|yadav|1|month|utter|word|cannot|understood|peopl|mulayam|given|mani|controversi|statement|none|statement|ever|understood|media|media|hire|expert|decod|speech|abl|understand|netaji|meant|sai|rahul|want|confid|make|mulayam|speak|issu|without|fear|anyone|fear|none|word|utter|decod|press,POLITICS
terrac|pipe|leak|politician|hous|politician|aerial|survei|incid,lucknow|time|torrenti|rain|caus|havoc|uttar|pradesh|chief|minist|yogi|adityanath|fridai|conduct|aerial|survei|flood|affect|area|lakhimpur|kheri|gonda|district|fact|areal|survei|becom|fashion|statement|nowadai|shwetank|srivastava|mla|actual|survei|hous|terrac|pipelin|leak|fridai|morn|shwetank|told|servant|terrac|pipelin|leak|terrac|fill|water|need|immedi|attent|plumber|reput|also|stake|time|minist|mp|survei|flood|hit|area|make|sens|shwetank|sit|quietli|took|major|decis|shwetank|call|privat|chopper|went|aerial|survei|hous|chopper|flew|around|50|minut|top|shwetank|hous|result|deriv|survei|plumber|requir|fix|pipelin|shwetank|ask|secretari|give|full|report|survei|find|fact|press|confer|call|hous|shwetank|brief|media|aerial|survei|need|go|accord|aerial|survei|give|full|account|incid|also|fix|requir|ground|possibl|see|everyth|impact|terrac|look|incid|mla|gone|ahead|decis|aerial|survei|futur|chopper|industri|on|benefit|decis,POLITICS
end|isi|make|baghdadi|constabl|delhi|polic|rahul|gandhi,new|delhi|much|relief|entir|world|congress|presid|rahul|gandhi|promis|end|dread|terrorist|organis|isi|congress|come|power|india|2019|function|germani|mr|gandhi|said|recruit|isi|head|abu|bakr|al|baghdadi|constabl|delhi|polic|provid|stabl|job|thu|end|isi|earlier|euro|trip|mr|gandhi|highlight|lack|job|led|creation|isi|organ|went|unleash|widespread|terror|around|world|iraq|syria|particular|speak|group|student|mr|gandhi|said|thought|variou|job|baghdadi|conclud|polic|constabl|best|post|bore|desk|job|mai|suitabl|action|baghdadi|polic|constabl|india|freeli|indulg|violenc|without|repercuss|cours|stop|kill|peopl|tendenc|anywai|get|remov|system|get|stabl|govern|job|oppon|india|even|provid|job|indian|youth|wai|abl|accommod|baghdadi|men|govern|job|hate|migrant|worker|well|anoth|problem|current|scenario|howev|gain|power|2019|first|move|end|global|terror|advertis|post|delhi|polic|peopl|congress|presid|add|congress|expect|support|entir|world|next|year|gener|elect|india|promis|deliv|world|free|terror|meanwhil|confus|daze|baghdadi|spott|syria|ask|follow|need|9|5|job,POLITICS
prohibit|alreadi|place|bihar|govt|decid|stop|water|suppli|2nd|oct|celebr|dry|dai,patna|juri|whether|prohibit|bihar|work|nitish|kumar|govern|feel|prohibit|led|women|participat|elect|process|fewer|incid|domest|violenc|crime|women|though|latest|shelter|home|rape|case|expos|govt|find|on|problem|prohibit|law|caus|celebrat|dry|dai|import|occas|like|gandhi|jayanti|2nd|octob|nitish|kumar|seem|found|solut|ye|bihar|govern|decid|stop|water|suppli|throughout|bihar|celebr|dry|dai|prohibit|law|nitish|govern|brought|within|six|month|come|power|2015|on|though|perhap|potent|element|strategi|creat|nurtur|polit|constitu|among|women|innov|wai|celebrat|dry|dai|nitish|realli|make|everyon|happi|strict|order|municip|corpor|stop|water|suppli|0000|hr|2nd|octob|corpor|found|suppli|water|strictli|dealt|punish|given|given|bootlegg|current|scenario|citizen|told|store|extra|water|1st|octob|face|issu|2nd|octob|person|found|drink|water|public|also|given|warn|seem|great|decis|chai|lover|bihar|2nd|octob|get|pure|milk|tea|rariti|nowadai|gravi|restaur|without|water|us|tissu|paper|restroom|encourag|2nd|octob,POLITICS
arvind|kejriw|overnight|protest|front|ashutosh|hous|follow|latter|resign|parti,cm|arvind|kejriw|deputi|manish|sisodia|satyendra|jain|rather|silent|hunger|strike|held|trio|time|center|lg|decis|parti|member|ashutosh|ashutosh|resign|parti|yesterdai|sourc|believ|reason|best|known|arvind|kejriw|manish|sisodia|spent|last|night|sleep|outsid|ashutosh|hous|demand|cancel|resign|ashutosh|plai|import|role|parti|absenc|decreas|credibl|parti|impact|parti|irrelev|current|polit|scenario|renown|thing|weird|ashutosh|quitt|aap|abandon|polit|altogeth|fake|new|report|spoke|yogendra|yadav|former|parti|member|polit|analyst|regard|ashutosh|abrupt|resign|yogendra|yadav|point|ashutosh|alwai|meant|plai|bigger|role|taken|decis|conscious|unlik|wai|tweet|must|appreci|add|ashutosh|must|return|journal|dearth|good|journalist|readi|get|humiliat|sometim|even|slapp|report|truth|arvind|kejriw|birthdai|todai|parti|worker|confus|reach|wish|new|broke|hunger|strike|mani|aap|worker|seen|carri|cake|chocol|march|toward|ashutosh|hous|whether|arvind|kejriw|cut|cake|hunger|protest|yet|seen|new|stai|tune|fake|new,POLITICS
